fitted,scaled_residual,response
0.8789619686831033,0.15453069132380187,0
5.082671241163502,0.25769711095094683,4
2.5093536067449667,0.7194271688917652,4
1.6962067667660057,0.04540031193196774,0
4.516823621455822,0.31795330727752297,4
3.4489026288220628,0.34734346553310746,3
1.0332643940230557,0.23041520647332073,0
3.982242676194492,0.006621842173859477,1
2.469932602443215,0.38708242680877447,3
2.2866250681835893,0.2720188439656049,1
5.9582177675235934,0.775701110444963,8
4.605414124004075,0.3451532914191484,4
1.526817750329277,0.07306911926716567,0
5.4088754269174295,0.30720481365919117,4
3.517580387658255,0.8121684709666297,6
2.4524824990542267,0.7058953099781647,3
7.5134042151440745,0.8948732493612915,10
5.3021407734581,0.662246168076992,5
1.3315398173438997,0.5652872695038096,2
4.918574862162917,0.19462552718445658,3
3.1243611706334793,0.36136406785808506,3
2.0429374609483997,0.698674763765186,3
6.720960599113592,0.7080183174628765,7
4.556632301342871,0.7308322456367313,5
3.090921296898074,0.08128626163490116,1
5.0285956296234335,0.2965844363020733,5
5.065622574540766,0.3053814795538783,5
1.229484926259672,0.9370222894996405,3
7.533723524407051,0.8012972817141563,8
3.600215471560909,0.9116876839157194,5
1.3172851887955312,0.1146382776685059,0
5.802258671817585,0.7294421462612226,7
3.3383983883699093,0.6693167225625366,4
1.2123669762420788,0.6891760709360242,1
7.543755714216394,0.9701815657913685,11
3.5740225029143637,0.8216016177944839,4
0.9652826196292176,0.5306702430322766,0
8.06679186343003,0.9830157742537557,11
3.237716070011679,0.970187407888472,6
0.9316939955530131,0.10945207925513387,0
4.25650619554673,0.4952922839783132,5
2.399242324735636,0.0574326389003545,0
3.700529431579645,0.9954401937872172,7
10.91645040081987,0.9947513205707074,14
7.869112939295572,0.9233284422382713,8
1.5485607715562961,0.642257301820442,2
4.314452788051202,0.0767274160310626,2
3.2116440233953236,0.13178402961045504,2
1.5589044079111614,0.45039118283987045,2
4.0660251515095895,0.09576091717276722,2
3.141094779350567,0.06767732395231724,1
0.26754222098441893,0.9452209625057876,1
4.075317031190978,0.03685444292239845,1
1.1670365291073481,0.6511488969922066,2
0.6859185471227033,0.5905308223413304,1
5.142544746572558,0.3647630087435245,4
2.1939421576535625,0.6969562818389385,3
0.4250789573893835,0.38492178077995776,0
4.901991079678917,0.622806241909042,5
1.641585353191012,0.5321494709327818,2
1.422856300767932,0.0370508480630815,0
5.45350895043523,0.5553002380728722,6
3.39299907351556,0.685444381245412,4
0.9820778501222808,0.23006800239812586,0
4.242419301425268,0.23734264348819853,4
2.467778734676605,0.09741306566819549,1
1.3612439626371369,0.9683057885020971,4
6.419586515126897,0.49117801799625155,6
3.554451570457061,0.511909771822393,3
1.2897672126576858,0.4537708703614772,1
6.129814201875049,0.6622237574569881,7
3.379252500835509,0.7917107282970102,4
0.8270501374493591,0.4399787708520889,1
4.545107909414975,0.3518643344882876,4
2.3091234211601908,0.1719225534182042,1
0.5562316023357456,0.19626536462735383,0
4.086029552489366,0.17224485418200494,3
1.763318471527534,0.19162177399545907,1
1.1096730271469677,0.26244685003440826,0
5.586378691629661,0.5942957037910819,6
2.9815737616238893,0.6727217747755349,4
1.21439097143721,0.8363238136665896,2
7.182200449500799,0.9432174614341929,11
3.5013000878990725,0.3190575184347108,2
0.8115899179332166,0.6806014373637735,1
4.288289822512874,0.30719401181675493,4
2.2273237187616184,0.03577789974957704,0
0.3207860139203264,0.42661217495333403,0
4.346714990645015,0.522641786493361,5
1.3294261521444584,0.1135347003210336,0
