fitted,scaled_residual,response
3.5333105581562205,0.3383622092213482,2
10.241355231353754,0.38624784915056076,8
4.957901676650264,0.4440319718550891,5
42.59474036933261,0.7644107296094298,16
89.77986790237861,1,296
44.02619004810631,0.964,50
9.60575955288784,0.021820514000952244,0
11.523150580675708,0.38481782623846084,13
5.780914575033957,0.3334082766994834,5
9.893062899517368,0.896,22
25.793322583881466,0.7511781797781587,25
12.540269489034356,0.40773866925761104,5
26.781820029148122,0.09957135513238609,5
18.634841611790492,0.19611070962622762,8
9.556779976482492,0.5793578876964748,17
24.91058871218927,0.4778404004564509,17
29.654090877337744,0.6268131411010399,30
14.881437132974181,0.7840964182317257,23
20.699849668759782,0.5202987465085462,15
25.866373076038407,0.7709744557486847,35
12.95520601521763,0.6689667312540114,13
20.63811036299323,0.13590364716295153,8
13.693735633107497,0.2827828426454216,9
7.03625790010041,0.26581319235265255,6
1.202865005691323,0.01536867305636406,0
6.771016934702201,0.36320448273420336,6
3.191126363108704,0.38886975815705954,3
247.46909734843527,0.36480077769048513,85
68.65324676404954,0.816,107
36.54154603059662,0.7948809849852696,53
23.14280133753735,0.9605870190318674,66
37.40916856651772,0.6458822572082281,25
18.5425125988797,0.2835733126923442,3
10.869046601792165,0.5109831534642726,6
23.419972752152713,0.8417308646049351,43
11.474444438248106,0.6135576861193404,10
3.2594298653411875,0.7621934832138941,7
12.329676395514445,0.36214365109428764,7
5.904983316498105,0.3118823082651943,2
1.6852720725137484,0.07303317509964109,0
9.486522335075344,0.6718549853730947,14
4.470922434490988,0.5425871054474265,4
14.20866975099475,0.945042642660439,13
66.94943889497831,0.972,102
31.7803676924072,1,81
3.792362072839974,0.6467917681001127,5
11.214347732209243,0.3533469466567039,8
5.42454528480145,0.2871763123720884,3
10.321368921847695,0.6395729419505224,8
23.8405279623905,0.7898844307446853,29
11.647728755353159,0.8014208262600006,16
10.542663220528418,0.5888036572318524,17
15.929692137328745,0.06644078932516277,2
7.917394845334103,0.44875210572220386,7
2.1127719314541933,0.4902658217065037,2
8.96683765554197,0.40600655498169363,9
4.274511072418384,0.2568380750305951,2
2.810592786630796,0.052856402392499155,0
9.003179773929473,0.24965461766533553,5
4.340916600225986,0.5985888134986161,7
6.143481215802925,0.08996639450173825,1
10.66960405810084,0.5095336725581437,14
5.273257713675177,0.24836727836169303,3
2.9070274540981154,0.5233104599714279,2
12.337745902919027,0.6476497278437019,16
5.881430387904615,0.4943844088744372,5
5.41884503016698,0.6952124870494008,6
16.13376950397445,0.5731680452674627,15
7.801989105104077,0.6079899779008702,8
37.13316185613789,0.42455189975351093,18
35.21301424534537,0.29976176128350196,8
17.83425294414857,0.9,47
3.7148059465286587,0.3546174789629876,3
10.94790553849329,0.49759341463912277,10
5.296387427783174,0.3835347568858415,4
1.1235985112019744,0.08018520662747324,0
6.3248199184099265,0.4840253370162099,8
2.9808372624371007,0.15513113886490462,1
18.02549922450387,0.9568590360600501,46
33.54369975984324,0.5905791007382795,21
16.532159377089272,0.520930049488321,8
32.657967748183694,0.972,115
44.96139039112576,0.283096510194242,8
22.430952881874134,0.15170583062712104,2
1.2670597557464363,0.12554645110666754,0
5.85901184728845,0.40767422180809076,6
2.7833408860654703,0.21491288168448958,1
36.299862151344726,0.972,100
47.22505500524077,0.5870095851235091,22
23.614242174973594,0.6577752990433946,14
18.209724551408545,0.4360483839428052,10
24.80474070491185,0.39404196173511447,14
12.380248836318039,0.8467209460372105,25
8.674096860525118,0.08139394338987768,1
14.130261965804962,0.5239484628047795,17
7.001720788695014,0.49851462641730904,8
34.635530048009926,0.4103471419652924,36
21.315227771014325,0.4003614908186719,19
10.985776004189978,0.2392007327582687,5
2.22475402506262,0.01837841617874801,0
6.913250732347316,0.3087548736147583,5
3.3373459358212703,0.32260734036192296,3
6.967146903513561,0.5402665222045034,3
25.13245176202698,0.3335783958248794,6
12.05967607570422,0.968,37
5.471788854653797,0.5365858127772808,2
32.531430212986265,0.98,98
15.297973746350713,0.8207164619071409,12
20.033985757576104,0.3837338676471263,9
26.331423284247006,0.7559004531763494,35
13.161229096303405,0.7363844888024031,18
20.703293065455345,0.1163797464594245,3
25.506456311645113,0.458495656773448,16
12.782263882462827,0.8513433008268475,30
9.865839900180916,0.25992193876579406,4
12.809231740715408,0.3424034125804901,11
6.405604606015588,0.39016170586645604,6
147.3862566920788,0.916,222
76.700893080051,0.932,146
39.800127865115606,0.5257901276014746,16
154.58419832989605,0.78,172
70.57702247959728,0.856,116
36.81669802483301,0.7201368434429168,33
15.217758647152557,0.8068262061811984,27
22.2978344963354,0.5911866706833243,19
11.096268654339587,0.32634789025131616,4
21.547345548235434,0.020342053611762823,2
14.38006639733501,0.23917180638667196,10
7.38718628276491,0.36889412345737216,9
309.96966769947915,0.608,303
65.06562387321887,0.6759367570327596,81
35.024514719039495,0.5891362638268619,31
11.577452670361678,0.34074982213135807,10
14.138771461009457,0.34257466315105556,12
7.08799489303375,0.24647619935870171,4
8.538552792712425,0.37911172170192003,6
14.79945468213459,0.3551918284185231,8
7.31495505878544,0.6512592161549255,10
4.837124257660476,0.7014107217052952,7
13.7958022421292,0.5204272830188275,13
6.682992820309803,0.33428783145733176,3
1.0117893845245716,0.07844439481850714,0
4.577820282162323,0.15857927186973392,2
2.176622144890832,0.24349269557744263,1
5.560280764551437,0.04587398038804531,0
9.768597478835524,0.40183804166316983,9
4.825704872648255,0.3783675993680954,5
7.068886458207481,0.8560831499509514,14
19.256450609909752,0.4231291906535625,9
9.345573270160203,0.5091986276041717,8
103.44076380416827,0.944,222
62.287967955163225,0.5055923990448937,23
32.13121042949258,0.8685287720058114,37
8.115135660541343,0.7009304872378707,12
16.208894310543336,0.5605717243701219,17
7.9658086167725894,0.19253261489514262,2
38.08478245274059,0.984,87
57.69704605423842,0.8321625699428841,45
28.673599967011985,0.8986227471577004,31
12.529332721498951,0.13237894539814443,4
14.154041720350154,0.5210910361940041,19
7.118034991327656,0.30314259956777095,4
5.04375372662399,0.0016075385799631475,0
7.541932661551272,0.34804667355678975,10
3.7500804667394863,0.06113122301921249,0
