WVclass,emmean,SE,df,asymp.LCL,asymp.UCL,.group
High,1.995513871629878,0.6643481057894124,Inf,0.4092247292327671,3.5818030140269888, a
Low,2.1084155864880745,0.3603839928762639,Inf,1.2479130728035601,2.968918100172589, a
Medium,3.3642620496283513,0.4375120820518268,Inf,2.3195978752619686,4.408926223994734, a
