model,n,logArea_slope_with_grid,logArea_slope_without_grid,AIC_with_grid,AIC_without_grid,McFadden_R2_with_grid,McFadden_R2_without_grid,grid_intercept_variance,NB_theta_with_grid,NB_theta_without_grid,p_interaction_with_grid,p_interaction_without_grid,identifiable_grid_RE
summer_richness_FScover,69,0.07647589819595038,0.07643128995011722,393.14771459513304,391.2290768181532,0.08890020498825169,0.09080170228670714,0.03822240544121399,11338.138543363428,26.318221919811897,0.1374222196501598,0.13341682269918245,FALSE
summer_abundance_FScover,69,0.10129804477795266,0.06767471390172874,694.6695425195397,702.4190451787366,NA,0.052923970345537086,0.7106972076675734,13086.519732209827,1.4892896667033269,0.022414592163773818,8.146477023398957e-4,FALSE
winter_richness_FScover,70,0.07831903394280336,0.07957017810796796,409.74656491241507,407.9665109085934,0.05306946021698633,0.05607462193069335,0.06751252523820092,12512.377437621086,14.840569547995885,0.4432651792362222,0.44486587022456375,FALSE
winter_abundance_FScover,70,0.06418036874993788,0.044243949093116,721.5393311439805,728.1678082386981,0.011192283174677686,0.02175973743097437,0.8770314355273767,943.4060004207256,1.2679900606486838,0.6890101166079575,0.44686570728970365,FALSE
